D_SMILES,D_name,A_SMILES,A_name,Jsc(mAcm-2),Voc(V),FF(%),PCE(%),DOI,,,,,,,,,,,
[*]C1=CC2=C(S1)C(C3=CC=C(S3)CC(CC)CCCC)=C4C(SC(C5=CC=C(C6=C(C7=C(S6)C8=CC=C(S8)[*])C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C7=O)=O)S5)=C4)=C2C%10=CC=C(S%10)CC(CC)CCCC,PBDB-T,CCCCCCCCC1=C(/C=C2C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)SC(C2=C(N(C3=CC=C(CCCC)C=C3)C3=CC=C(CCCC)C=C3)C3=C(S2)C(N(C2=CC=C(CCCC)C=C2)C2=CC=C(CCCC)C=C2)=C(C2=CC(CCCCCCCC)=C(/C=C4C(=O)C5=C(C=C(F)C(F)=C5)C4=C(C#N)C#N)S2)S3)=C1,2Th-2F,21.62,0.79,0.64,11,https://doi.org/10.1002/aenm.202102591,,,,,,,,,,,
[*]C1=CC2=C(C(C3=CC(F)=C(S3)CC(CC)CCCC)=C4C(SC(C5=CC=C(C6=C(C7=C(S6)C8=CC=C(S8)[*])C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C7=O)=O)S5)=C4)=C2C%10=CC(F)=C(S%10)CC(CC)CCCC)S1,PM6,CCCCCCCCCCCOC1=C(/C=C2C(=O)C3=C(C=C(Cl)C(Cl)=C3)C2=C(C#N)C#N)SC2=C1OC1=C2N(CC(CCCC)CCCCCCC)C2=C1C1=NSN=C1C1=C2N(CC(CCCC)CCCCCC)C2=C1SC1=C2SC(/C=C2C(=O)C3=C(C=C(Cl)C(Cl)=C3)C2=C(C#N)C#N)=C1CCCCCCCCCCC,BTP1O-4Cl-C12,23.8,0.91,0.79,17.1,https://doi.org/10.1002/aenm.202003777,,,,,,,,,,,
[*]C1=CC2=C(C(C3=CC(F)=C(S3)CC(CC)CCCC)=C4C(SC(C5=CC=C(C6=C(C7=C(S6)C8=CC=C(S8)[*])C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C7=O)=O)S5)=C4)=C2C%10=CC(F)=C(S%10)CC(CC)CCCC)S1,PM6,CCCCCCCCCCCOC1=C(/C=C2C(=O)C3=C(C=C(Cl)C(Cl)=C3)C2=C(C#N)C#N)SC2=C1OC1=C2N(CC(CCC)CCCCC)C2=C1C1=NSN=C1C1=C2N(CC(CCC)CCCCC)C2=C1SC1=C2SC(/C=C2C(=O)C3=C(C=C(Cl)C(Cl)=C3)C2=C(C#N)C#N)=C1OCCCCCCCCCCC,BTP1O-4Cl-C10,23.42,0.9,0.78,16.4,https://doi.org/10.1002/aenm.202003777,,,,,,,,,,,
[*]C1=CC2=C(C(C3=CC(F)=C(S3)CC(CC)CCCC)=C4C(SC(C5=CC=C(C6=C(C7=C(S6)C8=CC=C(S8)[*])C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C7=O)=O)S5)=C4)=C2C%10=CC(F)=C(S%10)CC(CC)CCCC)S1,PM6,CCCCCCCCCCCC1=C(/C=C2C(=O)C3=C(C=C(Cl)C(Cl)=C3)C2=C(C#N)C#N)SC2=C1OC1=C2N(CC(CCCC)CCCCCCC)C2=C1C1=NSN=C1C1=C2N(CC(CCCC)CCCCCC)C2=C1SC1=C2SC(/C=C2C(=O)C3=C(C=C(Cl)C(Cl)=C3)C2=C(C#N)C#N)=C1CCCCCCCCCCC,BTP-4Cl-C12,25.73,0.85,0.75,16.3,https://doi.org/10.1002/aenm.202003777,,,,,,,,,,,
[*]C1=CC2=C(C(C3=CC(F)=C(S3)CC(CC)CCCC)=C4C(SC(C5=CC=C(C6=C(C7=C(S6)C8=CC=C(S8)[*])C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C7=O)=O)S5)=C4)=C2C%10=CC(F)=C(S%10)CC(CC)CCCC)S1,PM6,CCCCCCCCCCCOC1=C(/C=C2C(=O)C3=C(C=C(Cl)C(Cl)=C3)C2=C(C#N)C#N)SC2=C1OC1=C2N(CC(CCCC)CCCCCCC)C2=C1C1=NSN=C1C1=C2N(CC(CCCC)CCCCCC)C2=C1SC1=C2SC(/C=C2C(=O)C3=C(C=C(Cl)C(Cl)=C3)C2=C(C#N)C#N)=C1OCCCCCCCCCCC,BTP2O-4Cl-C12,21.14,0.96,0.77,15.6,https://doi.org/10.1002/aenm.202003777,,,,,,,,,,,
[*]C1=CC2=C(C(C3=CC(F)=C(S3)CC(CC)CCCC)=C4C(SC(C5=CC=C(C6=C(C7=C(S6)C8=CC=C(S8)[*])C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C7=O)=O)S5)=C4)=C2C%10=CC(F)=C(S%10)CC(CC)CCCC)S1,PM6,CCCCCCCCCCCOC1=C(/C=C2C(=O)C3=C(C=C(Cl)C(Cl)=C3)C2=C(C#N)C#N)SC2=C1OC1=C2N(CC(CC)CCCC)C2=C1C1=NSN=C1C1=C2N(CC(CC)CCCC)C2=C1SC1=C2SC(/C=C2C(=O)C3=C(C=C(Cl)C(Cl)=C3)C2=C(C#N)C#N)=C1OCCCCCCCCCCC,BTP1O-4Cl-C8,23.37,0.9,0.7,14.7,https://doi.org/10.1002/aenm.202003777,,,,,,,,,,,
[*]C1=CC2=C(C(C3=CC(F)=C(S3)CC(CC)CCCC)=C4C(SC(C5=CC=C(C6=C(C7=C(S6)C8=CC=C(S8)[*])C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C7=O)=O)S5)=C4)=C2C%10=CC(F)=C(S%10)CC(CC)CCCC)S1,PM6,CCCCCCCCCCCOCC1=C(/C=C2C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)SC2=C1SC1=C2N(CC(CC)CCCC)C2=C1C1=NSN=C1C1=C2N(CC(CC)CCCC)C2=C1SC1=C2SC(/C=C2C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)=C1C,Y6-1O,23.6,0.89,0.78,16.1,https://doi.org/10.1002/aenm.202003141,,,,,,,,,,,
[*]C1=CC2=C(C(C3=CC(F)=C(S3)CC(CC)CCCC)=C4C(SC(C5=CC=C(C6=C(C7=C(S6)C8=CC=C(S8)[*])C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C7=O)=O)S5)=C4)=C2C%10=CC(F)=C(S%10)CC(CC)CCCC)S1,PM6,O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)/C#N)C2=C/C3=C(CCCCCCCCCCC)C(S4)=C(S3)C5=C4C6=C(N5CC(CC)CCCC)C7=C(C(SC8=C9SC(/C=C%10C(C(C=C(F)C(F)=C%11)=C%11C\%10=C(C#N)C#N)=O)=C8CCCCCCCCCCC)=C9N7CC(CC)CCCC)C%12=NSN=C6%12,Y6,25.3,0.82,0.76,15.7,https://doi.org/10.1002/aenm.202003141,,,,,,,,,,,
[*]C1=CC2=C(C(C3=CC(F)=C(S3)CC(CC)CCCC)=C4C(SC(C5=CC=C(C6=C(C7=C(S6)C8=CC=C(S8)[*])C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C7=O)=O)S5)=C4)=C2C%10=CC(F)=C(S%10)CC(CC)CCCC)S1,PM6,CCCCCCCCCCCOCC1=C(/C=C2C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)SC2=C1SC1=C2N(CC(CC)CCCC)C2=C1C1=NSN=C1C1=C2N(CC(CC)CCCC)C2=C1SC1=C2SC(/C=C2C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)=C1OCCCCCCCCCCC,Y6-2O,13.3,0.92,0.54,6.6,https://doi.org/10.1002/aenm.202003141,,,,,,,,,,,
[*]C1=CC2=C(S1)C(C3=CC=C(S3)CC(CC)CCCC)=C4C(SC(C5=CC=C(C6=C(C7=C(S6)C8=CC=C(S8)[*])C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C7=O)=O)S5)=C4)=C2C%10=CC=C(S%10)CC(CC)CCCC,PBDB-T,CCCCCCOC1=C(/C=C2C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)SC(C2=CC3=C(S2)C2=CC4=C(C=C2C3(C2=CC=C(CCCCCC)C=C2)C2=CC=C(CCCCCC)C=C2)C2=C(C=C(C3=CC(OCCCCCC)=C(/C=C5C(=O)C6=C(C=C(F)C(F)=C6)C5=C(C#N)C#N)S3)S2)C4(C2=CC=C(CCCCCC)C=C2)C2=CC=C(CCCCCC)C=C2)=C1,IDTCN-O,19.96,0.91,0.73,12.91,https://doi.org/10.1002/aenm.201901280,,,,,,,,,,,
[*]C1=CC2=C(S1)C(C3=CC=C(S3)CC(CC)CCCC)=C4C(SC(C5=CC=C(C6=C(C7=C(S6)C8=CC=C(S8)[*])C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C7=O)=O)S5)=C4)=C2C%10=CC=C(S%10)CC(CC)CCCC,PBDB-T,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C=C(C2=CC(CCCCCC)=C(/C=C5C(=O)C6=C(C=C(F)C(F)=C6)C5=C(C#N)C#N)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC(C3=CC(CCCCCC)=C(/C=C4C(=O)C5=C(C=C(F)C(F)=C5)C4=C(C#N)C#N)S3)=C2)C=C1,IDTCN-C,20.33,0.84,0.7,11.75,https://doi.org/10.1002/aenm.201901280,,,,,,,,,,,
[*]C1=CC2=C(S1)C(C3=CC=C(S3)CC(CC)CCCC)=C4C(SC(C5=CC=C(C6=C(C7=C(S6)C8=CC=C(S8)[*])C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C7=O)=O)S5)=C4)=C2C%10=CC=C(S%10)CC(CC)CCCC,PBDB-T,CCCCCCOC1=C(/C=C2C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)SC(C2=CC3=C(S2)C2=C(C=C4C(=C2)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC(C4=CC(SCCCCCC)=C(/C=C5C(=O)C6=C(C=C(F)C(F)=C6)C5=C(C#N)C#N)S4)=C2)C3(C2=CC=C(CCCCCC)C=C2)C2=CC=C(CCCCCC)C=C2)=C1,IDTCN-S,19.04,0.85,0.66,10.34,https://doi.org/10.1002/aenm.201901280,,,,,,,,,,,
[*]C1=CC2=C(C(C3=CC=C(S3)CC(CC)CCCC)=C4C=C(SC4=C2C5=CC=C(S5)CC(CC)CCCC)C6=C7SC(C(OCC(CC)CCCC)=O)=C(F)C7=C(S6)[*])S1,PTB7-Th,CCCCCCCCC1=C(/C=C2C(=O)C3=C(C=C(Cl)C(Cl)=C3)C2=C(C#N)C#N)SC2=C1SC1=C2C(C2=CC=C(CC(CC)CCCC)C=C2)(C2=CC=C(CC(CC)CCCC)C=C2)C2=C1SC1=C2SC2=C1C(C1=CC=C(CC(CC)CCCC)C=C1)(C1=CC=C(CC(CC)CCCC)C=C1)C1=C2SC2=C1SC(/C=C1C(=O)C3=C(C=C(Cl)C(Cl)=C3)C1=C(C#N)C#N)=C2CCCCCCCC,3TT-OCIC,26.49,0.68,0.69,12.43,https://doi.org/10.1002/aenm.201901024,,,,,,,,,,,
[*]C1=CC2=C(C(C3=CC=C(S3)CC(CC)CCCC)=C4C=C(SC4=C2C5=CC=C(S5)CC(CC)CCCC)C6=C7SC(C(OCC(CC)CCCC)=O)=C(F)C7=C(S6)[*])S1,PTB7-Th,CCCCC(CC)CC1=CC=C(C2(C3=CC=C(CC(CC)CCCC)C=C3)C3=C(SC4=C3SC(/C=C3C(=O)C5=C(C=C(Cl)C(Cl)=C5)C3=C(C#N)C#N)=C4)C3=C2C2=C(S3)C3=C(S2)C2=C(C4=C(C=C(/C=C5C(=O)C6=C(C=C(Cl)C(Cl)=C6)C5=C(C#N)C#N)S4)S2)C3(C2=CC=C(CC(CC)CCCC)C=C2)C2=CC=C(CC(CC)CCCC)C=C2)C=C1,3TT-CIC,26.67,0.65,0.69,11.96,https://doi.org/10.1002/aenm.201901024,,,,,,,,,,,
[*]C1=CC2=C(C(C3=CC(F)=C(S3)CC(CC)CCCC)=C4C(SC(C5=CC=C(C6=C(C7=C(S6)C8=CC=C(S8)[*])C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C7=O)=O)S5)=C4)=C2C%10=CC(F)=C(S%10)CC(CC)CCCC)S1,PM6,O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)/C#N)C2=C/C3=CC(C4(CCCCCCCC)CCCCCCCC)=C(S3)C5=C4C=C(C(C=C6C(C(C=C7C(CCCCCCCC)(CCCCCCCC)C8=C(C7=C9)SC(/C=C%10C(C(C=C(F)C(F)=C%11)=C%11C\%10=C(C#N)C#N)=O)=C8)=C9C6(CCCCCCCC)CCCCCCCC)=C%12)=C%12C%13(CCCCCCCC)CCCCCCCC)C%13=C5,TflF-4FIC,17.6,0.98,0.76,13.1,https://doi.org/10.1002/aenm.201803657,,,,,,,,,,,
[*]C1=CC2=C(C(C3=CC(F)=C(S3)CC(CC)CCCC)=C4C(SC(C5=CC=C(C6=C(C7=C(S6)C8=CC=C(S8)[*])C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C7=O)=O)S5)=C4)=C2C%10=CC(F)=C(S%10)CC(CC)CCCC)S1,PM6,CCCCCCCCC1(CCCCCCCC)C2=CC3=C(C=C2C2=C1C=C1C(=C2)C(CCCCCCCC)(CCCCCCCC)C2=C1SC(/C=C1C(=O)C4=C(C=CC=C4)C1=C(C#N)C#N)=C2)C(CCCCCCCC)(CCCCCCCC)C1=C3C=C2C(=C1)C1=C(C=C(/C=C3C(=O)C4=C(C=CC=C4)C3=C(C#N)C#N)S1)C2(CCCCCCCC)CCCCCCCC,TfIF-IC,10.8,1.01,0.54,5.9,https://doi.org/10.1002/aenm.201803657,,,,,,,,,,,
[*]C1=CC2=C(S1)C(C3=CC=C(S3)CC(CC)CCCC)=C4C(SC(C5=CC=C(C6=C(C7=C(S6)C8=CC=C(S8)[*])C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C7=O)=O)S5)=C4)=C2C%10=CC=C(S%10)CC(CC)CCCC,PBDB-T,O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)C#N)C2=C/C3=CC=C(C4=CC(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C(S4)C8=C(OCCCCCC)C=C9C%10=C(C(SC(C%11=CC=C(/C=C%12C(C(C=C(F)C(F)=C%13)=C%13C\%12=C(C#N)/C#N)=O)S%11)=C%14)=C%14C9(C%15=CC=C(CCCCCC)C=C%15)C%16=CC=C(CCCCCC)C=C%16)C(OCCCCCC)=CC5=C%108)S3.C,AT-4CI,19.52,0.9,0.76,13.27,https://doi.org/10.1002/aenm.201803541,,,,,,,,,,,
[*]C1=CC2=C(S1)C(C3=CC=C(S3)CC(CC)CCCC)=C4C(SC(C5=CC=C(C6=C(C7=C(S6)C8=CC=C(S8)[*])C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C7=O)=O)S5)=C4)=C2C%10=CC=C(S%10)CC(CC)CCCC,PBDB-T,O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)C#N)C2=C/C(S3)=CC4=C3C(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C(S4)C8=C5C9=C(CCCCCC)C=C(C(SC%10=C%11C(C%12=CC=C(CCCCCC)C=C%12)(C%13=CC=C(CCCCCC)C=C%13)C%14=C%10SC%15=C%14SC(/C=C%16C(C(C=C(F)C(F)=C%17)=C%17C\%16=C(C#N)/C#N)=O)=C%15)=C%11C(CCCCCC)=C%18)C%18=C9S8,AT-NC,17.11,0.92,0.69,10.91,https://doi.org/10.1002/aenm.201803541,,,,,,,,,,,
[*]C1=CC2=C(C(C3=CC(F)=C(S3)CC(CC)CCCC)=C4C(SC(C5=CC=C(C6=C(C7=C(S6)C8=CC=C(S8)[*])C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C7=O)=O)S5)=C4)=C2C%10=CC(F)=C(S%10)CC(CC)CCCC)S1,PM6,O=C(C(C=CC(C#CC1=CC=CC=C1)=C2)=C2C/3=C(C#N)C#N)C3=C/C4=CC5=C(S4)C6=C(C7=CC(C8(C9=CC=C(CC(CC)CCCCCC)S9)C%10=CC=C(CC(CC)CCCCCC)S%10)=C(C%11=C8C(SC(/C=C%12C(C(C=C(C#CC%13=CC=CC=C%13)C=C%14)=C%14C\%12=C(C#N)C#N)=O)=C%15)=C%15S%11)C=C7C6(C%16=CC=C(CC(CC)CCCCCC)S%16)C%17=CC=C(CC(CC)CCCCCC)S%17)S5,ITPN,17.5,0.99,0.73,12.5,https://doi.org/10.1002/aenm.201802131,,,,,,,,,,,
[*]C1=CC2=C(C(C3=CC(F)=C(S3)CC(CC)CCCC)=C4C(SC(C5=CC=C(C6=C(C7=C(S6)C8=CC=C(S8)[*])C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C7=O)=O)S5)=C4)=C2C%10=CC(F)=C(S%10)CC(CC)CCCC)S1,PM6,O=C(C(C=CC(C#CC)=C1)=C1C/2=C(C#N)C#N)C2=C/C3=CC4=C(S3)C5=C(C6=CC(C7(C8=CC=C(CCCCCC)C=C8)C9=CC=C(CCCCCC)C=C9)=C(C%10=C7C(SC(/C=C%11C(C(C=C(C#CC)C=C%12)=C%12C\%11=C(C#N)/C#N)=O)=C%13)=C%13S%10)C=C6C5(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)S4,ITEN,16.5,0.99,0.67,10.9,https://doi.org/10.1002/aenm.201802131,,,,,,,,,,,
CCCCCCCCC1=C(C2=CC=C(C(SC(C(SC(/C=C(C(N3CC)=O)\SC3=C(C#N)C#N)=C4)=C4CCCCCCCC)=C5)=C5CCCCCCCC)S2)SC(C(SC(/C=C(C(N6CC)=O)\SC6=C(C#N)C#N)=C7)=C7CCCCCCCC)=C1,DRCN5T,O=C(C(C=C(Cl)C(Cl)=C1)=C1C/2=C(C#N)/C#N)C2=C/C3=CC(C4(CCCCCCCC)CCCCCCCC)=C(S3)C5=C4C=C(C(C=C(C(CCCCCCCC)(CCCCCCCC)C6=C7SC(/C=C8C(C(C=C(Cl)C(Cl)=C9)=C9C8=C(C#N)C#N)=O)=C6)C7=C%10)=C%10C%11(CCCCCCCC)CCCCCCCC)C%11=C5,F-2CL,15.97,0.91,0.68,9.89,https://doi.org/10.1002/aenm.201802021,,,,,,,,,,,
CCCCCCCCC1=C(C2=CC=C(C(SC(C(SC(/C=C(C(N3CC)=O)\SC3=C(C#N)C#N)=C4)=C4CCCCCCCC)=C5)=C5CCCCCCCC)S2)SC(C(SC(/C=C(C(N6CC)=O)\SC6=C(C#N)C#N)=C7)=C7CCCCCCCC)=C1,DRCN5T,CCCCCCCCC1(CCCCCCCC)C2=CC3=C(C=C2C2=C1C=C1C(=C2)C(CCCCCCCC)(CCCCCCCC)C2=C1SC(/C=C1C(=O)C4=C(C=CC=C4)C1=C(C#N)C#N)=C2)C(CCCCCCCC)(CCCCCCCC)C1=C3SC(/C=C2C(=O)C3=C(C=C(Cl)C=C3)C2=C(C#N)C#N)=C1,F-1CL,13.07,0.98,0.64,8.12,https://doi.org/10.1002/aenm.201802021,,,,,,,,,,,
CCCCCCCCC1=C(C2=CC=C(C(SC(C(SC(/C=C(C(N3CC)=O)\SC3=C(C#N)C#N)=C4)=C4CCCCCCCC)=C5)=C5CCCCCCCC)S2)SC(C(SC(/C=C(C(N6CC)=O)\SC6=C(C#N)C#N)=C7)=C7CCCCCCCC)=C1,DRCN5T,CCCCCCCCC1(CCCCCCCC)C2=CC3=C(C=C2C2=C1C=C1C(=C2)C(CCCCCCCC)(CCCCCCCC)C2=C1SC(/C=C1C(=O)C4=C(C=CC=C4)C1=C(C#N)C#N)=C2)C(CCCCCCCC)(CCCCCCCC)C1=C3SC(/C=C2C(=O)C3=C(C=CC=C3)C2=C(C#N)C#N)=C1,F-0CL,9.64,1.09,0.52,5.49,https://doi.org/10.1002/aenm.201802021,,,,,,,,,,,
[*]C1=CC2=C(C(C3=CC=C(S3)CC(CC)CCCC)=C4C=C(SC4=C2C5=CC=C(S5)CC(CC)CCCC)C6=C7SC(C(OCC(CC)CCCC)=O)=C(F)C7=C(S6)[*])S1,PTB7-Th,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=C(SC(/C=C4C(=O)C5=C(C=C(F)C(F)=C5)C4=C(C#N)C#N)=C3)C3=C2C2=C(S3)C(C3=CC=C(CC(CC)CCCC)S3)=C3C(=C2C2=CC=C(CC(CC)CCCC)S2)SC2=C3C(C3=CC=C(CCCCCC)C=C3)(C3=CC=C(CCCCCC)C=C3)C3=C2SC(/C=C2C(=O)C4=C(C=C(F)C(F)=C4)C2=C(C#N)C#N)=C3)C=C1,BDTThIT-4F,17.52,0.75,0.71,9.08,https://doi.org/10.1002/aenm.201801968,,,,,,,,,,,
[*]C1=C(CC(CCCCCCCCCCCC)CCCCCCCCCC)C=C(C2=C(F)C(F)=C(C3=CC(CC(CCCCCCCCCC)CCCCCCCCCCCC)=C(C4=CC5=C(C=C(C=C([*])S6)C6=C5)S4)S3)C7=NON=C72)S1,BDT-ffBX-DT,CCCCCC(CCCCC)N1C(=O)C2=CC=C3C4=CC=C5C(=O)N(C(CCCCC)CCCCC)C(=O)C6=C5C4=C4C(=C6)C5=C6C7=CC8=C9C(=CC=C%10C%11=CC=C%12C(=O)N(C(CCCCC)CCCCC)C(=O)C%13=C%12C%11=C(C(=C%13)C6=C6C%11=CC%12=C%13C(=CC=C%14C%15=CC=C%16C(=O)N(C(CCCCC)CCCCC)C(=O)C%17=C%16C%15=C(C(=C%17)C6=C5C5=CC(=C2C3=C54)C1=O)C%11=C%14%13)C(=O)N(C(CCCCC)CCCCC)C%12=O)C7=C%109)C(=O)N(C(CCCCC)CCCCC)C8=O,PDI4,10.6,1.14,0.63,7.5,https://doi.org/10.1002/aenm.201801699,,,,,,,,,,,
[*]C1=C(CC(CCCCCCCCCCCC)CCCCCCCCCC)C=C(C2=C(F)C(F)=C(C3=CC(CC(CCCCCCCCCC)CCCCCCCCCCCC)=C(C4=CC5=C(C=C(C=C([*])S6)C6=C5)S4)S3)C7=NON=C72)S1,BDT-ffBX-DT,CCCCCC(CCCCC)N1C(=O)C2=CC3=C4C5=C(C=C6C(=O)N(C(CCCCC)CCCCC)C(=O)C7=C6C5=C5C(=C7)C6=C7C8=CC9=C%10C(=CC%11=C%12C%13=C(C=C%14C(=O)N(C(CCCCC)CCCCC)C(=O)C%15=C%14C%13=C(C(=C%15)C7=C7C%13=CC%14=C%15C(=CC%16=C%17C%18=C(C=C%19C(=O)N(C(CCCCC)CCCCC)C(=O)C%20=C%19C%18=C(C(=C%20)C7=C6C6=CC(=C2C4=C65)C1=O)C%13=C%17%15)[Se]%16)C(=O)N(C(CCCCC)CCCCC)C%14=O)C8=C%12%10)[Se]%11)C(=O)N(C(CCCCC)CCCCC)C9=O)[Se]3,PDI6,9.5,1.17,0.63,7.1,https://doi.org/10.1002/aenm.201801699,,,,,,,,,,,
[*]C1=C(CC(CCCCCCCCCCCC)CCCCCCCCCC)C=C(C2=C(F)C(F)=C(C3=CC(CC(CCCCCCCCCC)CCCCCCCCCCCC)=C(C4=CC5=C(C=C(C=C([*])S6)C6=C5)S4)S3)C7=NON=C72)S1,BDT-ffBX-DT,O=C1N(C(CCCCC)CCCCC)C(C2=C(C1C=C3)C4=C3C(C=CC5C(N(C(CCCCC)CCCCC)C6=O)=O)=C(C5=C6C=C7)C7=C4C(C8=CC9=C(C=C8)C%10=CC=C(C%11=CC(C(N(C(CCCCC)CCCCC)C%12=O)=O)=C(C%12C=C%13)C%14=C%13C(C=CC%15C(N(C(CCCCC)CCCCC)C%16=O)=O)=C(C%15=C%16C=C%17)C%17=C%14%11)C=C%10C9%18C%19=CC=CC=C%19C%20=C%18C=CC=C%20)=C2)=O,SFPDI,8.9,1.23,0.56,6.2,https://doi.org/10.1002/aenm.201801699,,,,,,,,,,,
[*]C1=CC2=C(S1)C(C3=CC=C(S3)CC(CC)CCCC)=C4C(SC(C5=CC=C(C6=C(C7=C(S6)C8=CC=C(S8)[*])C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C7=O)=O)S5)=C4)=C2C%10=CC=C(S%10)CC(CC)CCCC,PBDB-T,O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)C#N)C2=C/C3=CC=C(C4=C(OCCCCCCCC)C5=C(C6=CC(C7(C8=CC=C(CCCCCC)C=C8)C9=CC=C(CCCCCC)C=C9)=C(C%10=C7C(OCCCCCCCC)=C(C%11=CC=C(/C=C%12C(C(C=C(F)C(F)=C%13)=C%13C\%12=C(C#N)/C#N)=O)S%11)S%10)C=C6C5(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)S4)S3,IDTO-T-4F,20.12,0.86,0.73,12.62,https://doi.org/10.1002/aenm.201801618,,,,,,,,,,,
[*]C1=CC2=C(S1)C(C3=CC=C(S3)CC(CC)CCCC)=C4C(SC(C5=CC=C(C6=C(C7=C(S6)C8=CC=C(S8)[*])C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C7=O)=O)S5)=C4)=C2C%10=CC=C(S%10)CC(CC)CCCC,PBDB-T,O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)C#N)C2=C/C3=CC=C(C4=C(OCCCCCCCC)C5=C(C6=CC(C7(C8=CC=C(CCCCCC)C=C8)C9=CC=C(CCCCCC)C=C9)=C(C%10=C7C(OCCCCCCCC)=C(C%11=CC=C(/C=C%12C(C(C=C(F)C(F)=C%13)=C%13C\%12=C(C#N)/C#N)=O)[Se]%11)S%10)C=C6C5(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)S4)[Se]3,IDTO-Se-4F,18.55,0.83,0.69,10.67,https://doi.org/10.1002/aenm.201801618,,,,,,,,,,,
[*]C1=CC2=C(S1)C(C3=CC=C(S3)CC(CC)CCCC)=C4C(SC(C5=CC=C(C6=C(C7=C(S6)C8=CC=C(S8)[*])C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C7=O)=O)S5)=C4)=C2C%10=CC=C(S%10)CC(CC)CCCC,PBDB-T,O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)C#N)C2=C/C(S3)=CC4=C3C=C(C5=C(OCCCCCCCC)C6=C(C7=CC(C8(C9=CC=C(CCCCCC)C=C9)C%10=CC=C(CCCCCC)C=C%10)=C(C%11=C8C(OCCCCCCCC)=C(C%12=CC%13=C(C=C(/C=C%14C(C(C=C(F)C(F)=C%15)=C%15C\%14=C(C#N)/C#N)=O)S%13)S%12)S%11)C=C7C6(C%16=CC=C(CCCCCC)C=C%16)C%17=CC=C(CCCCCC)C=C%17)S5)S4,IDTO-TT-4F,17.21,0.86,0.69,10.21,https://doi.org/10.1002/aenm.201801618,,,,,,,,,,,
